date,ticker,market_cap
2024-08-28,CMCSA,142639098500
2024-08-28,CME,77950022720
2024-08-28,COHR,12494133547
2024-08-28,COIN,50109995378
2024-08-28,COST,393831525950
2024-08-28,CSCO,196480518000
2024-08-28,CSX,62656480800
2024-08-28,CTAS,79809319150
2024-08-28,DDOG,40373003729
2024-08-28,EA,37442139320
2024-08-28,EBAY,25654320000
2024-08-28,EQIX,80250511540
2024-08-28,EXC,38769356500
2024-08-28,FANG,54735070410
2024-08-28,FAST,38700428400
2024-08-28,FITB,38246366400
2024-08-28,FLEX,11706146250
2024-08-28,FTNT,55395544844
2024-08-28,GILD,97537729301
2024-08-28,GOOG,1992967257960
2024-08-28,GOOGL,1969649627215
2024-08-28,HON,64949444390
2024-08-28,HOOD,18298263795
2024-08-28,IBKR,54313767072
2024-08-28,IDXX,37980586359
2024-08-28,INTC,98559860000
2024-08-28,INTU,168783270480
2024-08-28,ISRG,170780940230
2024-08-28,JD,36415865135
2024-08-28,KDP,49279464040
2024-08-28,KLAC,105064100400
2024-08-28,LITE,4401146000
2024-08-28,LRCX,100683390700
2024-08-28,MAR,59941697780
2024-08-28,MCHP,43114835200
2024-08-28,MDLZ,91460045828
2024-08-28,MELI,101149496611
2024-08-28,META,1311806352148
2024-08-28,MNST,46015281576
2024-08-28,MPWR,45656509000
2024-08-28,MRVL,59937425040
2024-08-28,MSFT,3050113358000
2024-08-28,MU,107133935400
2024-08-28,NDAQ,40125133950
2024-08-28,NFLX,287934504000
2024-08-28,NTES,51309922614
2024-08-28,NTRA,17015374150
2024-08-28,NVDA,3042399810000
2024-08-28,NXPI,62337634116
2024-08-28,ODFL,40387440559
2024-08-28,ORLY,62907761647
2024-08-28,PANW,119414414016
2024-08-28,PAYX,46220888000
2024-08-28,PCAR,49749837227
2024-08-28,PDD,126924261357
2024-08-28,PEP,237574720000
2024-08-28,PYPL,62126689802
2024-08-28,QCOM,181129900000
2024-08-28,REGN,123553253181
2024-08-28,RKLB,3525302923
2024-08-28,ROST,48085083292
2024-08-28,RVMD,9067219400
2024-08-28,SBUX,108613410000
2024-08-28,SNPS,97650625654
2024-08-28,SNY,134903839109
2024-08-28,STX,22254728250
2024-08-28,TER,20712093454
2024-08-28,TMUS,217966851850
2024-08-28,TSLA,772739390000
2024-08-28,TTWO,29520999417
2024-08-28,TXN,189062719820
2024-08-28,VRTX,124296126378
2024-08-28,WBD,19981879515
2024-08-28,WDAY,68183530192
2024-08-28,WDC,16258649940
2024-08-28,XEL,37880676840
2024-08-29,AAPL,3375007535240
2024-08-29,ABNB,69203689025
2024-08-29,ADBE,226427925000
2024-08-29,ADI,112463526435
2024-08-29,ADP,109271363328
2024-08-29,ADSK,54524038166
2024-08-29,AEP,54274473750
2024-08-29,AMAT,153218207820
2024-08-29,AMD,237235994000
2024-08-29,AMGN,178648745080
2024-08-29,AMZN,1851512052000
2024-08-29,APP,30775420801
2024-08-29,ARGX,32192121018
2024-08-29,ASML,342139404791
2024-08-29,AVGO,746607029400
2024-08-29,AXON,29177951874
2024-08-29,AZN,133390539425
2024-08-29,BKNG,120594330839
2024-08-29,BKR,34980352940
2024-08-29,CCEP,35457440000
2024-08-29,CDNS,73265004080
2024-08-29,CEG,69823796769
2024-08-29,CMCSA,140960150934
2024-08-29,CME,77580419600
2024-08-29,COHR,12324458171
2024-08-29,COIN,49604153154
2024-08-29,COST,393201785770
2024-08-29,CSCO,198608892719
2024-08-29,CSX,63065271600
2024-08-29,CTAS,79953372070
2024-08-29,DDOG,40999493648
2024-08-29,EA,37675337750
2024-08-29,EBAY,26018400000
2024-08-29,EQIX,80747577508
2024-08-29,EXC,38912605640
2024-08-29,FANG,55359585270
2024-08-29,FAST,38746350000
2024-08-29,FITB,38237303280
2024-08-29,FLEX,11849038176
2024-08-29,FTNT,55879092782
2024-08-29,GILD,98642726489
2024-08-29,GOOG,1979640425232
2024-08-29,GOOGL,1956708116002
2024-08-29,HON,65744679051
2024-08-29,HOOD,18163188028
2024-08-29,IBKR,54640544012
2024-08-29,IDXX,38438107753
2024-08-29,INTC,101173380000
2024-08-29,INTU,170358843600
2024-08-29,ISRG,172537588710
2024-08-29,JD,37019520571
2024-08-29,KDP,49211436066
2024-08-29,KLAC,103953762400
2024-08-29,LITE,4398034000
2024-08-29,LRCX,99707946100
2024-08-29,MAR,61009636704
2024-08-29,MCHP,43972787840
2024-08-29,MDLZ,90792547949
2024-08-29,MELI,102194872504
2024-08-29,META,1315461681587
2024-08-29,MNST,45966381170
