date,ticker,market_cap
2025-02-12,SNY,131177213719
2025-02-12,STX,22245759090
2025-02-12,TER,17460712749
2025-02-12,TMUS,276265219900
2025-02-12,TSLA,1263837337200
2025-02-12,TTWO,38837752566
2025-02-12,TXN,163807639070
2025-02-12,VRTX,115024614531
2025-02-12,WBD,24620082414
2025-02-12,WDAY,67560107980
2025-02-12,WDC,17523632880
2025-02-12,XEL,42075768277
2025-02-13,AAPL,3547437094680
2025-02-13,ABNB,83709162093
2025-02-13,ADBE,182539950000
2025-02-13,ADI,101966800744
2025-02-13,ADP,124005568962
2025-02-13,ADSK,64078360773
2025-02-13,AEP,54949163950
2025-02-13,AMAT,146302824930
2025-02-13,AMD,182317386000
2025-02-13,AMGN,160277084760
2025-02-13,AMZN,2478113127000
2025-02-13,APP,158452600473
2025-02-13,ARGX,40505382112
2025-02-13,ASML,299465924827
2025-02-13,AVGO,1121837364000
2025-02-13,AXON,53576200582
2025-02-13,AZN,115493471352
2025-02-13,BKNG,155246894452
2025-02-13,BKR,45783984350
2025-02-13,CCEP,36658560780
2025-02-13,CDNS,81685666560
2025-02-13,CEG,111856688210
2025-02-13,CMCSA,126385457173
2025-02-13,CME,90628859160
2025-02-13,COHR,13710404702
2025-02-13,COIN,78539909160
2025-02-13,COST,477564795940
2025-02-13,CSCO,251621188950
2025-02-13,CSX,61504434000
2025-02-13,CTAS,82426280530
2025-02-13,DDOG,48371428996
2025-02-13,EA,32552494820
2025-02-13,EBAY,30751440000
2025-02-13,EQIX,91030136600
2025-02-13,EXC,43967253862
2025-02-13,FANG,43932651210
2025-02-13,FAST,42936696000
2025-02-13,FITB,39497076960
2025-02-13,FLEX,15531253194
2025-02-13,FTNT,80576670042
2025-02-13,GILD,131556743849
2025-02-13,GOOG,2276223029942
2025-02-13,GOOGL,2251339156339
2025-02-13,HON,65034987561
2025-02-13,HOOD,57452225890
2025-02-13,IBKR,100974074250
2025-02-13,IDXX,36267247620
2025-02-13,INTC,121277380000
2025-02-13,INTU,159718254300
2025-02-13,ISRG,209448456570
2025-02-13,JD,55578415601
2025-02-13,KDP,43361030341
2025-02-13,KLAC,99838980400
2025-02-13,LITE,6078514000
2025-02-13,LRCX,104172481000
2025-02-13,MAR,76005608694
2025-02-13,MCHP,29463614080
2025-02-13,MDLZ,78508019689
2025-02-13,MELI,104747982589
2025-02-13,META,1849393621892
2025-02-13,MNST,48430961607
2025-02-13,MPWR,34390508700
2025-02-13,MRVL,90641781000
2025-02-13,MSFT,3049667652200
2025-02-13,MU,108037447400
2025-02-13,NDAQ,46199044290
2025-02-13,NFLX,439481196000
2025-02-13,NTES,66912940017
2025-02-13,NTRA,24451096950
2025-02-13,NVDA,3276859090000
2025-02-13,NXPI,55440124238
2025-02-13,ODFL,42922573928
2025-02-13,ORLY,73797077785
2025-02-13,PANW,137583505887
2025-02-13,PAYX,52852828000
2025-02-13,PCAR,55396888465
2025-02-13,PDD,172999604411
2025-02-13,PEP,197496280000
2025-02-13,PYPL,67560459632
2025-02-13,QCOM,181446100000
2025-02-13,REGN,69464643266
2025-02-13,RKLB,16381949542
2025-02-13,ROST,45050494313
2025-02-13,RVMD,8784466720
2025-02-13,SBUX,128786100000
2025-02-13,SNDK,5331231000
2025-02-13,SNPS,101156612076
2025-02-13,SNY,129806777286
2025-02-13,STX,22754758920
2025-02-13,TER,17664217560
2025-02-13,TMUS,286870826117
2025-02-13,TSLA,1336810976800
2025-02-13,TTWO,39006709230
2025-02-13,TXN,164544814400
2025-02-13,VRTX,117405309333
2025-02-13,WBD,25597865727
2025-02-13,WDAY,68139000034
2025-02-13,WDC,17596016100
2025-02-13,XEL,42700037836
2025-02-14,AAPL,3592527277600
2025-02-14,ABNB,95804969832
2025-02-14,ADBE,182913600000
2025-02-14,ADI,104533749440
2025-02-14,ADP,123178118998
2025-02-14,ADSK,63917890383
2025-02-14,AEP,55406212150
2025-02-14,AMAT,134337862800
2025-02-14,AMD,184420860000
2025-02-14,AMGN,157141381280
2025-02-14,AMZN,2459933628000
2025-02-14,APP,171372834990
2025-02-14,ARGX,39763482016
2025-02-14,ASML,289660891136
2025-02-14,AVGO,1108706443200
2025-02-14,AXON,55084265443
2025-02-14,AZN,115315121020
2025-02-14,BKNG,156354970614
2025-02-14,BKR,46032001600
2025-02-14,CCEP,37629208200
2025-02-14,CDNS,81418125040
2025-02-14,CEG,113943070946
2025-02-14,CMCSA,126421179462
2025-02-14,CME,88951150880
2025-02-14,COHR,13764320242
2025-02-14,COIN,72269573251
2025-02-14,COST,475342966150
2025-02-14,CSCO,255680866654
2025-02-14,CSX,62006131800
2025-02-14,CTAS,81718020340
2025-02-14,DDOG,46634343313
2025-02-14,EA,32447179400
2025-02-14,EBAY,31035600000
2025-02-14,EQIX,92075553120
2025-02-14,EXC,43844468885
2025-02-14,FANG,44163327870
2025-02-14,FAST,42925215600
2025-02-14,FITB,39932106720
2025-02-14,FLEX,15575219941
2025-02-14,FTNT,81792866371
2025-02-14,GILD,129222592486
2025-02-14,GOOG,2263986574438
2025-02-14,GOOGL,2240332824372
2025-02-14,HON,64236584634
2025-02-14,HOOD,58784973450
2025-02-14,IBKR,100664496097
2025-02-14,IDXX,35065859545
2025-02-14,INTC,118613600000
2025-02-14,INTU,160670163060
2025-02-14,ISRG,210921774650
2025-02-14,JD,58091306834
2025-02-14,KDP,43061707257
2025-02-14,KLAC,98062439600
2025-02-14,LITE,6043504000
2025-02-14,LRCX,103484667500
2025-02-14,MAR,74760998393
2025-02-14,MCHP,30278126080
2025-02-14,MDLZ,78071578768
2025-02-14,MELI,106970547048
2025-02-14,META,1869980234214
2025-02-14,MNST,48166899418
2025-02-14,MPWR,33650610900
2025-02-14,MRVL,93277836660
2025-02-14,MSFT,3033993664900
2025-02-14,MU,112396892800
2025-02-14,NDAQ,45757922310
2025-02-14,NFLX,445755288000
2025-02-14,NTES,66076608069
2025-02-14,NTRA,24832048850
2025-02-14,NVDA,3363085850000
2025-02-14,NXPI,56588867647
2025-02-14,ODFL,42912175514
2025-02-14,ORLY,72860629746
2025-02-14,PANW,136322709940
2025-02-14,PAYX,52362100000
2025-02-14,PCAR,55765288825
2025-02-14,PDD,176728903108
2025-02-14,PEP,195870740000
2025-02-14,PYPL,68777765211
2025-02-14,QCOM,181530420000
2025-02-14,REGN,69395618526
2025-02-14,RKLB,16219866650
2025-02-14,ROST,44511582106
2025-02-14,RVMD,8646279320
2025-02-14,SBUX,128273235000
2025-02-14,SNDK,5427489338
2025-02-14,SNPS,100053691170
2025-02-14,SNY,131032957252
2025-02-14,STX,22752516630
2025-02-14,TER,17728399846
2025-02-14,TMUS,293082681187
2025-02-14,TSLA,1336435404800
2025-02-14,TTWO,38759772568
2025-02-14,TXN,166574321790
2025-02-14,VRTX,116496685944
2025-02-14,WBD,25923793499
2025-02-14,WDAY,67594160453
2025-02-14,WDC,17813165760
2025-02-14,XEL,42831134443
2025-02-18,AAPL,3590617921320
2025-02-18,ABNB,95318288657
2025-02-18,ADBE,184483725000
2025-02-18,ADI,107266307729
2025-02-18,ADP,123897640706
2025-02-18,ADSK,62427204911
2025-02-18,AEP,55607531000
2025-02-18,AMAT,136560948000
2025-02-18,AMD,186344968000
2025-02-18,AMGN,158026502400
2025-02-18,AMZN,2438096715000
2025-02-18,APP,166626009360
2025-02-18,ARGX,39737985030
2025-02-18,ASML,286835777262
2025-02-18,AVGO,1087249757400
2025-02-18,AXON,57228280691
2025-02-18,AZN,114718035126
2025-02-18,BKNG,159376996511
2025-02-18,BKR,46607401620
2025-02-18,CCEP,38444729320
2025-02-18,CDNS,82863400880
2025-02-18,CEG,116923617712
2025-02-18,CMCSA,129850519170
2025-02-18,CME,89809934600
2025-02-18,COHR,14062441464
2025-02-18,COIN,69719285368
2025-02-18,COST,468327128370
2025-02-18,CSCO,254577264948
2025-02-18,CSX,62507829600
2025-02-18,CTAS,81525949780
2025-02-18,DDOG,46499078444
2025-02-18,EA,32183890850
2025-02-18,EBAY,30986760000
2025-02-18,EQIX,91907891980
2025-02-18,EXC,43690987663
2025-02-18,FANG,44098625880
2025-02-18,FAST,42948176400
2025-02-18,FITB,40294631520
2025-02-18,FLEX,15608195000
2025-02-18,FTNT,83712405156
2025-02-18,GILD,130675229238
2025-02-18,GOOG,2251023200784
2025-02-18,GOOGL,2222674313745
2025-02-18,HON,65912597126
2025-02-18,HOOD,54426528728
2025-02-18,IBKR,101266453617
2025-02-18,IDXX,35423199531
2025-02-18,INTC,137662140000
2025-02-18,INTU,158635047780
2025-02-18,ISRG,212813005070
2025-02-18,JD,54623797702
2025-02-18,KDP,44150154834
2025-02-18,KLAC,99055212400
2025-02-18,LITE,6241116000
2025-02-18,LRCX,108274350600
2025-02-18,MAR,76053072646
2025-02-18,MCHP,31418442880
2025-02-18,MDLZ,78533692684
2025-02-18,MELI,106400710722
2025-02-18,META,1818450242828
2025-02-18,MNST,49927314016
2025-02-18,MPWR,33937530100
2025-02-18,MRVL,93960934140
2025-02-18,MSFT,3042982065200
2025-02-18,MU,120607558100
2025-02-18,NDAQ,45944550840
2025-02-18,NFLX,436196772000
2025-02-18,NTES,66798024176
2025-02-18,NTRA,24257756700
2025-02-18,NVDA,3376407400000
2025-02-18,NXPI,57780531140
2025-02-18,ODFL,43525681949
2025-02-18,ORLY,71592695675
2025-02-18,PANW,141945178354
2025-02-18,PAYX,52771040000
2025-02-18,PCAR,56070534838
2025-02-18,PDD,182849507839
2025-02-18,PEP,196840600000
2025-02-18,PYPL,69351133781
2025-02-18,QCOM,183016560000
2025-02-18,REGN,70054959320
2025-02-18,RKLB,16057783756
2025-02-18,ROST,44617439861
2025-02-18,RVMD,8816356120
2025-02-18,SBUX,128820291000
2025-02-18,SNDK,6982431712
2025-02-18,SNPS,100526645100
2025-02-18,SNY,129710606308
2025-02-18,STX,23118009900
2025-02-18,TER,18014872003
2025-02-18,TMUS,284847103298
2025-02-18,TSLA,1329938009200
2025-02-18,TTWO,40174552540
2025-02-18,TXN,169695940780
2025-02-18,VRTX,117286020788
2025-02-18,WBD,26625791775
2025-02-18,WDAY,69603256406
2025-02-18,WDC,18761041260
2025-02-18,XEL,42787435574
2025-02-19,AAPL,3596492863720
2025-02-19,ABNB,93763282951
2025-02-19,ADBE,181653525000
2025-02-19,ADI,117709453845
2025-02-19,ADP,125204771808
2025-02-19,ADSK,63145098764
2025-02-19,AEP,56091784450
2025-02-19,AMAT,138196503540
2025-02-19,AMD,187013514000
2025-02-19,AMGN,158819873160
2025-02-19,AMZN,2437881573000
2025-02-19,APP,166011240011
2025-02-19,ARGX,39808879088
2025-02-19,ASML,287059319697
2025-02-19,AVGO,1088201273400
2025-02-19,AXON,47830884533
2025-02-19,AZN,112306428467
2025-02-19,BKNG,158400649683
2025-02-19,BKR,46518115410
2025-02-19,CCEP,38493483300
2025-02-19,CDNS,75584616640
2025-02-19,CEG,115512346773
2025-02-19,CMCSA,130314908922
2025-02-19,CME,90860767000
2025-02-19,COHR,13697718693
2025-02-19,COIN,68149066796
2025-02-19,COST,471214176660
2025-02-19,CSCO,255562623614
2025-02-19,CSX,60222317400
2025-02-19,CTAS,83286596580
2025-02-19,DDOG,45865469322
2025-02-19,EA,32432134340
2025-02-19,EBAY,30778080000
2025-02-19,EQIX,92616013736
2025-02-19,EXC,43639827256
2025-02-19,FANG,45083221380
2025-02-19,FAST,43372951200
2025-02-19,FITB,40194937200
2025-02-19,FLEX,15553236567
2025-02-19,FTNT,83939526157
2025-02-19,GILD,133654996936
2025-02-19,GOOG,2267136553082
2025-02-19,GOOGL,2240816619184
2025-02-19,HON,66790206692
2025-02-19,HOOD,53336917547
2025-02-19,IBKR,100028141004
2025-02-19,IDXX,35575443719
2025-02-19,INTC,129268720000
2025-02-19,INTU,159250506030
2025-02-19,ISRG,215501102240
2025-02-19,JD,55016875661
2025-02-19,KDP,44599139459
2025-02-19,KLAC,101210574400
2025-02-19,LITE,6013162000
2025-02-19,LRCX,109624966200
2025-02-19,MAR,75826300430
2025-02-19,MCHP,34529878720
2025-02-19,MDLZ,79496430008
2025-02-19,MELI,105236703424
2025-02-19,META,1786466110243
2025-02-19,MNST,50553239206
2025-02-19,MPWR,34023016300
2025-02-19,MRVL,97245056640
2025-02-19,MSFT,3081089911100
2025-02-19,MU,117863140400
2025-02-19,NDAQ,46708031190
2025-02-19,NFLX,439312764000
2025-02-19,NTES,66504350363
2025-02-19,NTRA,24720341150
2025-02-19,NVDA,3372289830000
2025-02-19,NXPI,62001847581
2025-02-19,ODFL,42656374526
2025-02-19,ORLY,71592695675
2025-02-19,PANW,139839308366
2025-02-19,PAYX,53354224000
2025-02-19,PCAR,56423146611
2025-02-19,PDD,177113220149
2025-02-19,PEP,199176460000
2025-02-19,PYPL,69121786353
2025-02-19,QCOM,184681880000
2025-02-19,REGN,70638063834
2025-02-19,RKLB,15010033627
2025-02-19,ROST,44822739749
2025-02-19,RVMD,9001314640
2025-02-19,SBUX,128204853000
2025-02-19,SNDK,6812128500
2025-02-19,SNPS,95927311738
2025-02-19,SNY,128869110252
2025-02-19,STX,23095587000
2025-02-19,TER,18143236576
2025-02-19,TMUS,284998611959
2025-02-19,TSLA,1354162403200
2025-02-19,TTWO,39951752544
2025-02-19,TXN,178669457760
2025-02-19,VRTX,119735243052
2025-02-19,WBD,27302718685
2025-02-19,WDAY,68393083877
2025-02-19,WDC,18623168460
2025-02-19,XEL,43118298440
2025-02-20,AAPL,3610592725480
2025-02-20,ABNB,92178601565
2025-02-20,ADBE,180739275000
2025-02-20,ADI,118761561849
2025-02-20,ADP,124705103956
2025-02-20,ADSK,61447490946
2025-02-20,AEP,56777356750
2025-02-20,AMAT,139744723590
2025-02-20,AMD,186165602000
2025-02-20,AMGN,160795204440
2025-02-20,AMZN,2397542448000
2025-02-20,APP,151176150145
2025-02-20,ARGX,40265959197
2025-02-20,ASML,286400254932
2025-02-20,AVGO,1078733689200
2025-02-20,AXON,43671011339
2025-02-20,AZN,112810462013
2025-02-20,BKNG,155541348258
2025-02-20,BKR,46537956790
2025-02-20,CCEP,38360517900
2025-02-20,CDNS,74533757680
2025-02-20,CEG,111113347028
2025-02-20,CMCSA,130064852902
2025-02-20,CME,89980241920
2025-02-20,COHR,13675518176
2025-02-20,COIN,67601071052
2025-02-20,COST,458925373570
2025-02-20,CSCO,254892579721
2025-02-20,CSX,60315224400
2025-02-20,CTAS,82402271710
2025-02-20,DDOG,44936413249
2025-02-20,EA,32595122490
2025-02-20,EBAY,30840240000
2025-02-20,EQIX,92731404050
2025-02-20,EXC,44171895490
2025-02-20,FANG,45598024170
2025-02-20,FAST,43131862800
2025-02-20,FITB,39524266320
2025-02-20,FLEX,15274780506
2025-02-20,FTNT,83675772736
2025-02-20,GILD,136609933236
2025-02-20,GOOG,2261200054867
2025-02-20,GOOGL,2232229261276
2025-02-20,HON,66961293033
2025-02-20,HOOD,50482316354
2025-02-20,IBKR,97173142482
2025-02-20,IDXX,35722954927
2025-02-20,INTC,131128340000
2025-02-20,INTU,158399805960
2025-02-20,ISRG,214824650910
2025-02-20,JD,57824575363
2025-02-20,KDP,45088940869
2025-02-20,KLAC,101576332800
2025-02-20,LITE,5939252000
2025-02-20,LRCX,111325741400
2025-02-20,MAR,75731372526
2025-02-20,MCHP,34915414400
2025-02-20,MDLZ,79804505952
2025-02-20,MELI,106994881696
2025-02-20,META,1763797990880
2025-02-20,MNST,50083795313
2025-02-20,MPWR,33890365300
2025-02-20,MRVL,95204521860
2025-02-20,MSFT,3091192575900
2025-02-20,MU,116530460200
2025-02-20,NDAQ,46679754140
2025-02-20,NFLX,431396460000
2025-02-20,NTES,64748691694
2025-02-20,NTRA,24087330850
2025-02-20,NVDA,3393604310000
2025-02-20,NXPI,62072539483
2025-02-20,ODFL,41021743822
2025-02-20,ORLY,72512569412
2025-02-20,PANW,135491266126
2025-02-20,PAYX,53432456000
2025-02-20,PCAR,56028431939
2025-02-20,PDD,177084752220
2025-02-20,PEP,203670600000
2025-02-20,PYPL,68477849344
2025-02-20,QCOM,183079800000
2025-02-20,REGN,71705371744
2025-02-20,RKLB,14622192418
2025-02-20,ROST,44617439861
2025-02-20,RVMD,8984306960
2025-02-20,SBUX,129173598000
2025-02-20,SNDK,7146811335
2025-02-20,SNPS,94585041676
2025-02-20,SNY,130143375708
2025-02-20,STX,23014864560
2025-02-20,TER,18558073305
2025-02-20,TMUS,287217131626
2025-02-20,TSLA,1331027168000
2025-02-20,TTWO,39962892544
2025-02-20,TXN,185622568280
2025-02-20,VRTX,121910355467
2025-02-20,WBD,27678789190
2025-02-20,WDAY,68531913193
2025-02-20,WDC,18568019340
2025-02-20,XEL,43274365830
2025-02-21,AAPL,3606480265800
2025-02-21,ABNB,86694535642
2025-02-21,ADBE,176617200000
2025-02-21,ADI,116369964487
2025-02-21,ADP,124221425474
2025-02-21,ADSK,60176396535
2025-02-21,AEP,57310579650
2025-02-21,AMAT,136545068820
2025-02-21,AMD,180735704000
2025-02-21,AMGN,163536921080
2025-02-21,AMZN,2329772718000
2025-02-21,APP,139519048281
2025-02-21,ARGX,40078774010
2025-02-21,ASML,284133997145
2025-02-21,AVGO,1040292442800
2025-02-21,AXON,41366597958
2025-02-21,AZN,110422118440
2025-02-21,BKNG,154688981979
2025-02-21,BKR,45258187780
2025-02-21,CCEP,38688499220
2025-02-21,CDNS,71254305440
2025-02-21,CEG,102142978569
2025-02-21,CMCSA,129457573995
2025-02-21,CME,90179537720
2025-02-21,COHR,13104647752
2025-02-21,COIN,62013095227
2025-02-21,COST,459014069370
2025-02-21,CSCO,252172989803
2025-02-21,CSX,60017922000
2025-02-21,CTAS,81802051210
2025-02-21,DDOG,42587076055
2025-02-21,EA,32835843450
2025-02-21,EBAY,30809160000
2025-02-21,EQIX,90702704256
2025-02-21,EXC,44397001281
2025-02-21,FANG,43918585560
2025-02-21,FAST,42925215600
2025-02-21,FITB,38862658560
2025-02-21,FLEX,14787482399
2025-02-21,FTNT,80605975978
2025-02-21,GILD,136510607646
2025-02-21,GOOG,2199896624318
2025-02-21,GOOGL,2172964396840
2025-02-21,HON,67148220703
2025-02-21,HOOD,46466063573
2025-02-21,IBKR,94042963379
2025-02-21,IDXX,35715855457
2025-02-21,INTC,124996620000
2025-02-21,INTU,154676967390
2025-02-21,ISRG,209590121770
2025-02-21,JD,59551310679
2025-02-21,KDP,46313444393
2025-02-21,KLAC,98532700400
2025-02-21,LITE,5706630000
2025-02-21,LRCX,107574031400
2025-02-21,MAR,73165682224
2025-02-21,MCHP,33161498560
2025-02-21,MDLZ,83013630367
2025-02-21,MELI,114575631320
2025-02-21,META,1735139192715
2025-02-21,MNST,51834429830
2025-02-21,MPWR,32478860400
2025-02-21,MRVL,90913268460
2025-02-21,MSFT,3032359410300
2025-02-21,MU,111628907600
2025-02-21,NDAQ,45848408870
2025-02-21,NFLX,422427456000
2025-02-21,NTES,65897850095
2025-02-21,NTRA,23245226650
2025-02-21,NVDA,3256029030000
2025-02-21,NXPI,59714459605
2025-02-21,ODFL,37517478253
2025-02-21,ORLY,72007053214
2025-02-21,PANW,130189108033
2025-02-21,PAYX,52810156000
2025-02-21,PCAR,54975859481
2025-02-21,PDD,186948889612
2025-02-21,PEP,209681000000
2025-02-21,PYPL,66113806625
2025-02-21,QCOM,174363220000
2025-02-21,REGN,72149396560
2025-02-21,RKLB,13632329036
2025-02-21,ROST,43821902792
2025-02-21,RVMD,8788718640
2025-02-21,SBUX,127361475000
2025-02-21,SNDK,7459280708
2025-02-21,SNPS,90922042208
2025-02-21,SNY,130936786275
2025-02-21,STX,22613494650
2025-02-21,TER,18144801997
2025-02-21,TMUS,286968224542
2025-02-21,TSLA,1268682216000
2025-02-21,TTWO,39296349224
2025-02-21,TXN,183838786000
2025-02-21,VRTX,122902734644
2025-02-21,WBD,27026933648
2025-02-21,WDAY,67159336557
2025-02-21,WDC,17895889440
2025-02-21,XEL,43661412956
2025-02-24,AAPL,3629245667600
2025-02-24,ABNB,85952643607
2025-02-24,ADBE,176656950000
2025-02-24,ADI,115434757373
2025-02-24,ADP,124797042840
2025-02-24,ADSK,60231294300
2025-02-24,AEP,57832920450
2025-02-24,AMAT,133837668630
2025-02-24,AMD,176284166000
2025-02-24,AMGN,167158361760
2025-02-24,AMZN,2288142741000
2025-02-24,APP,137886382141
2025-02-24,ARGX,38937628430
2025-02-24,ASML,283652224656
2025-02-24,AVGO,989243609400
2025-02-24,AXON,40279275939
2025-02-24,AZN,114772315662
2025-02-24,BKNG,156494448733
2025-02-24,BKR,44266118780
2025-02-24,CCEP,38648609600
2025-02-24,CDNS,69767657200
2025-02-24,CEG,96138792794
2025-02-24,CMCSA,129671907727
2025-02-24,CME,89773699000
2025-02-24,COHR,12720895966
2025-02-24,COIN,59823746848
2025-02-24,COST,459266852400
2025-02-24,CSCO,249256328151
2025-02-24,CSX,59107433400
2025-02-24,CTAS,81369892450
2025-02-24,DDOG,41828880869
2025-02-24,EA,33613171550
2025-02-24,EBAY,31075560000
2025-02-24,EQIX,89650384042
2025-02-24,EXC,44356072956
2025-02-24,FANG,43668216990
2025-02-24,FAST,42925215600
2025-02-24,FITB,38962352880
2025-02-24,FLEX,14300184293
2025-02-24,FTNT,79631553618
2025-02-24,GILD,137851503110
2025-02-24,GOOG,2195171656351
2025-02-24,GOOGL,2168005500020
2025-02-24,HON,66505062790
2025-02-24,HOOD,44962220042
2025-02-24,IBKR,92271488392
2025-02-24,IDXX,36574891316
2025-02-24,INTC,121981020000
2025-02-24,INTU,155161127880
2025-02-24,ISRG,209313874630
2025-02-24,JD,55185337643
2025-02-24,KDP,46422289151
2025-02-24,KLAC,96351212800
2025-02-24,LITE,5638166000
2025-02-24,LRCX,104222503800
2025-02-24,MAR,72978463301
2025-02-24,MCHP,33031176640
2025-02-24,MDLZ,83899348706
2025-02-24,MELI,112717579600
2025-02-24,META,1695996706647
2025-02-24,MNST,51404106262
2025-02-24,MPWR,32069116200
2025-02-24,MRVL,85746249060
2025-02-24,MSFT,3001085720000
2025-02-24,MU,107755099900
2025-02-24,NDAQ,45209347540
2025-02-24,NFLX,416237580000
2025-02-24,NTES,63133485719
2025-02-24,NTRA,22680959550
2025-02-24,NVDA,3155511880000
2025-02-24,NXPI,58863632069
2025-02-24,ODFL,37843988458
2025-02-24,ORLY,72645163825
2025-02-24,PANW,129752940786
2025-02-24,PAYX,53300884000
2025-02-24,PCAR,55917911831
2025-02-24,PDD,170480192697
2025-02-24,PEP,210159100000
2025-02-24,PYPL,66378438273
2025-02-24,QCOM,169799400000
2025-02-24,REGN,73480440787
2025-02-24,RKLB,13018729513
2025-02-24,ROST,43603771661
2025-02-24,RVMD,8765333080
2025-02-24,SBUX,129002643000
2025-02-24,SNDK,7197161850
2025-02-24,SNPS,90010600626
2025-02-24,SNY,129229751419
2025-02-24,STX,22440838320
2025-02-24,TER,17780058760
2025-02-24,TMUS,290171550501
2025-02-24,TSLA,1241378131600
2025-02-24,TTWO,39365045889
2025-02-24,TXN,182692068820
2025-02-24,VRTX,122245378616
2025-02-24,WBD,27804146025
2025-02-24,WDAY,68579062772
2025-02-24,WDC,16896311640
2025-02-24,XEL,44185799386
2025-02-25,AAPL,3628364426240
2025-02-25,ABNB,84011854043
2025-02-25,ADBE,176255475000
2025-02-25,ADI,114611580277
2025-02-25,ADP,125264731950
2025-02-25,ADSK,59906130614
2025-02-25,AEP,58567462200
2025-02-25,AMAT,131431972860
2025-02-25,AMD,169517176000
2025-02-25,AMGN,170348036040
2025-02-25,AMZN,2289110880000
2025-02-25,APP,126669361067
2025-02-25,ARGX,38863624984
2025-02-25,ASML,281428362848
2025-02-25,AVGO,963600253200
2025-02-25,AXON,40031021542
2025-02-25,AZN,117253711582
2025-02-25,BKNG,156021772887
2025-02-25,BKR,43690718760
2025-02-25,CCEP,38803735900
2025-02-25,CDNS,68650602400
2025-02-25,CEG,94914254906
2025-02-25,CMCSA,128064404739
2025-02-25,CME,90886131920
2025-02-25,COHR,12072323733
2025-02-25,COIN,55982507455
2025-02-25,COST,468163041140
2025-02-25,CSCO,253316005855
2025-02-25,CSX,59627712600
2025-02-25,CTAS,82358255540
2025-02-25,DDOG,40928301611
2025-02-25,EA,33031429230
2025-02-25,EBAY,31492920000
2025-02-25,EQIX,89418617172
2025-02-25,EXC,45062086574
2025-02-25,FANG,42737070960
2025-02-25,FAST,42821892000
2025-02-25,FITB,38980479120
2025-02-25,FLEX,14135308993
2025-02-25,FTNT,79169985131
2025-02-25,GILD,138472288047
2025-02-25,GOOG,2148891200878
2025-02-25,GOOGL,2121682146798
2025-02-25,HON,67167230296
2025-02-25,HOOD,41351194559
2025-02-25,IBKR,86406702271
2025-02-25,IDXX,36275135920
2025-02-25,INTC,115547740000
2025-02-25,INTU,151985363310
2025-02-25,ISRG,203197479620
2025-02-25,JD,56252263530
2025-02-25,KDP,47537947917
2025-02-25,KLAC,94705300000
2025-02-25,LITE,5476342000
2025-02-25,LRCX,100408265300
2025-02-25,MAR,73163045338
2025-02-25,MCHP,32672791360
2025-02-25,MDLZ,84566846584
2025-02-25,MELI,109941908885
2025-02-25,META,1669013267808
2025-02-25,MNST,50983562774
2025-02-25,MPWR,31999351600
2025-02-25,MRVL,81446238000
2025-02-25,MSFT,2955772297000
2025-02-25,MU,105281735800
2025-02-25,NDAQ,44988786550
2025-02-25,NFLX,411479376000
2025-02-25,NTES,63593149080
2025-02-25,NTRA,22341540000
2025-02-25,NVDA,3067105230000
2025-02-25,NXPI,57704789816
2025-02-25,ODFL,37409334746
2025-02-25,ORLY,74393752642
2025-02-25,PANW,128130943837
2025-02-25,PAYX,53695600000
2025-02-25,PCAR,56091586287
2025-02-25,PDD,169626154827
2025-02-25,PEP,213669720000
2025-02-25,PYPL,65337553792
2025-02-25,QCOM,169925880000
2025-02-25,REGN,74533325617
2025-02-25,RKLB,11739432393
2025-02-25,ROST,43770577820
2025-02-25,RVMD,8788718640
2025-02-25,SBUX,130598223000
2025-02-25,SNDK,7132002360
2025-02-25,SNPS,87687956426
2025-02-25,SNY,131970624286
2025-02-25,STX,22360115880
2025-02-25,TER,17430969739
2025-02-25,TMUS,292779663867
2025-02-25,TSLA,1137232016000
2025-02-25,TTWO,38601955904
2025-02-25,TXN,182000398140
2025-02-25,VRTX,121915431576
2025-02-25,WBD,26801291344
2025-02-25,WDAY,66852864293
2025-02-25,WDC,16913545740
2025-02-25,XEL,43979790432
2025-02-26,AAPL,3530252888160
2025-02-26,ABNB,85483767841
2025-02-26,ADBE,175496250000
2025-02-26,ADI,113846853625
2025-02-26,ADP,124469260729
2025-02-26,ADSK,60317863853
2025-02-26,AEP,58159383450
2025-02-26,AMAT,133790031090
2025-02-26,AMD,170789044000
2025-02-26,AMGN,165355737040
2025-02-26,AMZN,2305784385000
2025-02-26,APP,111195986085
2025-02-26,ARGX,38744224465
2025-02-26,ASML,287880260018
2025-02-26,AVGO,1013079085200
2025-02-26,AXON,46136628875
2025-02-26,AZN,120696648421
2025-02-26,BKNG,156045019240
2025-02-26,BKR,43164922190
2025-02-26,CCEP,38152205440
2025-02-26,CDNS,70040715040
2025-02-26,CEG,97007819683
2025-02-26,CMCSA,125385233091
2025-02-26,CME,89860664440
2025-02-26,COHR,12432289251
2025-02-26,COIN,56106333416
2025-02-26,COST,457657023630
2025-02-26,CSCO,252567133269
2025-02-26,CSX,59423317200
2025-02-26,CTAS,81754033570
2025-02-26,DDOG,40355205720
2025-02-26,EA,32896023690
2025-02-26,EBAY,30698160000
2025-02-26,EQIX,89775636776
2025-02-26,EXC,45082550737
2025-02-26,FANG,42880540590
2025-02-26,FAST,42420078000
2025-02-26,FITB,38817342960
2025-02-26,FLEX,14567648667
2025-02-26,FTNT,79873327587
